16:26:38, 14.47, 24.38, 3.75, -0.18, -0.12, 1.00, -0.30, 0.37, -0.50
16:26:38, 2.59, 23.11, 1.10, -0.16, -0.18, 0.92, -0.28, 0.37, -0.51
16:26:38, 8.13, 23.83, 2.13, -0.14, -0.18, 1.02, -0.27, 0.37, -0.51
16:26:38, 10.61, 30.07, 2.01, -0.13, -0.18, 0.98, -0.26, 0.37, -0.51
16:26:38, 1.71, 22.61, 3.26, -0.12, -0.20, 0.86, -0.25, 0.37, -0.52
16:26:38, 3.62, 17.08, 3.18, -0.11, -0.20, 0.93, -0.24, 0.36, -0.52
16:26:38, 10.36, 17.21, 4.69, -0.10, -0.19, 0.97, -0.23, 0.36, -0.52
16:26:38, 13.83, 15.26, 4.45, -0.09, -0.20, 0.87, -0.22, 0.36, -0.51
16:26:38, 6.97, -1.83, -0.93, -0.05, -0.19, 0.94, -0.22, 0.36, -0.52
16:26:38, 9.98, 1.65, -2.41, -0.10, -0.20, 1.08, -0.21, 0.36, -0.52
16:26:39, 17.43, 9.89, -3.87, -0.06, -0.22, 1.03, -0.21, 0.36, -0.52
16:26:39, 16.88, 11.10, -5.73, -0.08, -0.19, 0.96, -0.21, 0.36, -0.52
16:26:39, 5.59, 4.29, -6.77, -0.07, -0.22, 0.83, -0.20, 0.37, -0.52
16:26:39, -3.18, -0.63, -6.44, -0.06, -0.25, 1.00, -0.20, 0.36, -0.53
16:26:39, 2.14, 2.38, -0.87, -0.10, -0.26, 1.14, -0.21, 0.36, -0.52
16:26:39, 12.26, 9.92, 0.38, -0.07, -0.21, 1.00, -0.21, 0.36, -0.52
16:26:39, 12.56, 12.21, 1.34, -0.05, -0.27, 0.97, -0.20, 0.36, -0.51
16:26:39, 9.82, 12.01, 8.88, -0.08, -0.29, 0.99, -0.20, 0.37, -0.52
16:26:39, 18.37, 13.69, 9.94, -0.03, -0.20, 0.95, -0.19, 0.37, -0.52
16:26:39, 17.05, 9.77, 5.99, -0.05, -0.19, 0.91, -0.18, 0.37, -0.51
16:26:39, -2.94, 5.91, 1.21, 0.03, -0.20, 0.86, -0.17, 0.37, -0.51
16:26:39, 7.05, 6.04, -0.11, -0.03, -0.24, 0.93, -0.17, 0.37, -0.51
16:26:39, -4.57, 3.89, -0.43, -0.02, -0.29, 0.93, -0.17, 0.37, -0.51
16:26:39, -14.17, 0.66, 0.81, -0.03, -0.26, 0.94, -0.17, 0.36, -0.51
16:26:39, -34.79, 0.83, 4.62, -0.07, -0.28, 1.03, -0.17, 0.36, -0.52
16:26:39, -59.68, 3.77, 7.97, -0.01, -0.24, 1.05, -0.16, 0.34, -0.52
16:26:39, -47.85, 12.54, 7.22, 0.08, -0.11, 1.15, -0.15, 0.31, -0.53
16:26:39, -37.96, 14.56, 5.01, 0.02, -0.14, 0.94, -0.15, 0.30, -0.53
16:26:39, -39.79, 10.68, 1.21, -0.03, -0.08, 0.92, -0.14, 0.28, -0.53
16:26:39, -30.10, 6.22, -3.66, 0.06, -0.06, 0.97, -0.13, 0.26, -0.53
16:26:39, 6.06, 7.03, -2.46, 0.06, -0.16, 1.13, -0.13, 0.25, -0.55
16:26:39, 6.68, 5.78, 2.84, 0.00, -0.12, 0.97, -0.12, 0.25, -0.54
